NOMBRE,LOCALIZACION,ESTADO,LATITUD,LONGITUD,AREA,ZONA,ANO DE DESCUBRIMIENTO,TIRANTE AGUA,ESTATUS,ASIGNACION,OPERADOR,VIGENCIA,NUM BLOQUES,CAA ORIGINAL,CAA ACTUAL,CGA ORIGINAL,CGA ACTUAL,NP (MMB),GP (MMMPC),MECANISMO DE PRODUCCION,PRODUCCION RECORD (MBPD),PRODUCCION RECORD (MMPCD),PRODUCCION ACEITE (MBPD),PRODUCCION GAS (MMPCD),PRODUCCION AGUA (MBPD),COLUMNA OP ACEITE,PROYECTO IOR/EOR PROPUESTO,PROYECTO IOR/EOR SUGERIDO,VOUMEN DE INYECCION DE GAS (MMPCD),VOUMEN DE INYECCION DE AGUA (MBPD),TIPO TERMINACION,POZOS PERFORADOS,POZOS PRODUCTORES,POZOS INYECTORES,POZOS MONITORES PRODUCTORES,POZOS MONITORES,POZOS CERRADOS CON POSIBILIDADES,POZOS CERRADOS SIN POSIBILIDADES,POZOS TAPONADOS,REPARACIONES MENORES,REPARACIONES MAYORES,SISTEMA ARTIFICIAL,DESCUBRIMIENTO
MEDELLIN,"Se ubica 22 km al sureste de Ciudad Pemex, Tabasco.",Tabasco,,,1.9,Cuencas del Sureste,1953,,Abandonado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,7,0,0,0,0,0,1,6,,,,
MIZTON,"Se ubica a 7.5 km de la linea de costa y a 65 km al oeste de la Terminal Maritima de Dos Bocas, Tabasco",Tabasco,18.40278236,-93.78583809,67,Cuencas del Sureste,2013,500,Desarrollo,CNH-R01-L02-A1-2015,"Eni mexico, S. de R.L. de C.V.",2040,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
MOLOACAN,"Se ubica a 20 km al este de la ciudad de Minatitlan, Veracruz, en el municipio Ixhuatlan del sureste.",Veracruz,17.99514548,-94.35607783,15.1,Cuencas del Sureste,1948,,Cerrado,CNH-R01-L03-A14/2015,"Canamex Energy Holdings, S.A.P.I. de C.V.",2025,1,,,,,39.88,22.31,Expansion roca-fluido,5.25257,4.886,0,0,0,,,,,,Agujero entubado,368,0,0,,,86,91,133,,,BM,
MORA,localiza a 12 km al Norte de la ciudad de Cardenas ,Tabasco,,,52,Cuencas del Sureste,1981,,Productor,,"Petrolera Cardenas Mora, S.A.P.I. de C.V",,,5520,5150,,,138.6423686,226.6418199,"Drene gravitacional, Capa de gas",30.19070968,41.9313871,1.341139129,3.713688609,0.196945194,40,,,,,Agujero Entubado,22,4,,,,5,4,9,,,BN,
MORALES,"Se ubica a 25 km del suroeste de Ciudad PEMEX, Tabasco.",Tabasco,,,6.17,Cuencas del Sureste,1953,,Cerrado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,6,0,0,0,0,0,4,2,,,,
MUNDO NUEVO,"Se ubica a 70 km al suroeste de ciudad Juarez, Chiapas.",Chiapas,17.73443088,-93.23308742,33.5,Cuencas del Sureste,1977,,Productor,CNH-R01-L03-A15/2015,"Renaissance Oil Corp., S.A. de C.V.",2041,,,,,,34.55,321.1,,16.62,133.73,0.113,2.5,,,,,,,Agujero entubado,14,2,,,,3,,8,,,,
MUSPAC,"Se ubica en el municipio de ostuacan del estado de Chiapas, a 96 km al suroeste de la ciudad de Villahermosa, Tabasco.",Chiapas,17.49190313,-93.37336099,19.6,Cuencas del Sureste,1982,,Productor,A-0230-M - Campo Muspac,PEMEX,2036,4,,,2800,2500,77.7,1528.8,Expansion sistema roca-fluidos e hidraulico,20.3,350.5,0.478,6.78,0.849,60,,,,,Agujero entubado,33,8,1,0,0,1,17,6,,,,
NARVAEZ,"Se ubica en el extremo noreste de la cuenca de Macuspana, a 69 km al noreste de Ciudad PEMEX, en el municipio de Jonuta, Tabasco.",Tabasco,18.42587973,-92.22651893,33.1,Cuencas del Sureste,2004,4,Productor,A-0232 - Campo Narvaez,PEMEX,,1,,,2019,2010,0,222.2,Empuje por expansion de gas e hidraulico,0,102.9,0,14.18,0.779,10,,,,,Agujero entubado,22,7,0,0,0,1,6,8,,,,
NAVEGANTE,"Se ubica a 17 km al sureste de la ciudad de Comalcalco en el municipio de Nacajuca, Tabasco.",Tabasco,18.16905689,-93.03742838,107,Cuencas del Sureste,2012,,Cerrado,A-0233-M - Campo Navegante,PEMEX,,2,6700,6576,,,0.02,0.07,Expansion roca-fluido,0.5,2.1,0,0,0,,,,,,"Agujero descubierto, agujero entubado",2,0,0,0,0,0,2,0,0,,,
NAZARETH,"Se localiza a 50 km al sureste de Ocosingo, Chiapas",Chiapas,,,12,Cuencas del Sureste,1986,,Cerrado,-,PEMEX,,1,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,12,0,0,0,0,0,1,11,,,,
NELASH,"Se ubica al sureste de la ciudad de Coatzacoalcos, Veracruz.",Tabasco,17.86825737,-93.90614108,80.3,Cuencas del Sureste,2006,4900,Productor,A-0235-M - Campo Nelash,PEMEX,,1,,,,,3.58,8.62,Expansion de gas - Expansion roca-fluido,1.778593,4.308625,0.232501522,0.841616863,0.056603774,,,,,,Agujero entubado,7,3,0,,,1,3,0,,,BN,
NICAPA,"Se ubica a 4.2 km al noroeste del Municipio de Ostuacan ,Chiapas.",Chiapas,,,1.62,Cuencas del Sureste,1982,,Cerrado,,PEMEX,,,,,,,0.36,0.172,,0,0,0,0,0,,,,,,Agujero entubado,2,0,0,0,0,0,1,1,,,,
NISPERO,"Se localiza al sureste mexicano en las inmediaciones de la ciudad de Reforma, Chiapas y a 35 km de la ciudad de Villahermosa, Tabasco.","Chiapas, Tabasco",17.90589782,-93.13602786,23.2,Cuencas del Sureste,1974,,Productor,A-0236-M - Campo Nispero,PEMEX,2036,1,4200,4000,,,130.96,210.3,"Acuifero activo, Expansion roca-fluido",69,134.7,0.772,1.369,1.02,4,,,,,Agujero entubado,28,5,3,0,0,0,8,12,,,BN MTC,
NUEVO TEAPA,"Se ubica 15 km al S 65 E de la cd. de Coatzacoalcos, en el municipio de Ixhuatlan",Veracruz,,,0.282984654,Cuencas del Sureste,1928,,Cerrado,,PEMEX,,,,,,,1.170362,0.0733131,,0.18994,0.011106,,,,,,,,,,27,,,,,,,19,,,,
NUEVOS LIRIOS,"Se localiza a 52 km al noreste de Ciudad PEMEX, Tabasco",Tabasco,18.3833933,-92.36232699,12.8,Cuencas del Sureste,1969,8.3,Cerrado,-,PEMEX,,1,,,,,0,24.36,Expansion de gas e hidraulico,,1.91,0,0,0,,,,,,Agujero entubado,3,0,0,0,0,0,0,1,,,,
OCOTAL,"Se ubica a 60 km al noreste de Ocosingo, Chiapas","Chiapas, Tabasco",,,7.99,Cuencas del Sureste,1993,,Abandonado,,PEMEX,,,,,,,0,0,Expansion de casquete de gas,0,2.3,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,1,0,,,,
OGARRIO,"Se localiza en Huimanguillo a 90 km al suroeste de la ciudad de Coatzacoalcos, Veracruz y a 100 km al suroeste de la ciudad de Villahermosa, Tabasco.",Tabasco,18.01484432,-93.93228741,148.1,Cuencas del Sureste,1957,,Productor,A-0244-M - Campo Ogarrio,"PEMEX Exploracion y Produccion y Deutsche Erdoel Mexico, S. de R.L. de C.V.",2043,3,,,,,223.85,411.14,Acuifero activo,30.264335,57.401241,5.861871914,22.03635182,1.791015758,,Inyeccion de agua,,,,Agujero entubado,527,73,0,,,53,126,172,,,BN,
OJILLAL,"Se ubica a 20 km al noroeste de Jonuta, Tabasco.",Tabasco,,,0.59,Cuencas del Sureste,1972,1,Cerrado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,1,0,,,,
OSTAPA,,,,,,Cuencas del Sureste,1953,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,
OTATES,"Se localiza a 95 km al noreste de la ciudad de Villahermosa, Tabasco.",Tabasco,18.10227447,-93.95980966,35.8,Cuencas del Sureste,1965,,Productor,AE-0395-M - Magallanes-Tucin-Pajonal,PETROFAC,,1,,,,,41.73,92.09,Acuifero activo,0.76527,5.312579,0.778859809,2.997395007,0.351795496,,,,,,Agujero entubado,76,10,0,,,3,28,25,,,"BM, BN",
OXIACAQUE,Se localiza a 17 km al noreste de la ciudad de Villahermosa.,Tabasco,18.07884793,-93.0385922,42.2,Cuencas del Sureste,1977,,Productor,A-0249-M - Campo Oxiacaque,PEMEX,2034,1,4100,3700,3200,3653,177,579,Expansion roca-fluido - Gas disuelto ,99.932,194.6,1.086,16.734,0.702,47,,,,,Agujero entubado,43,7,2,,,3,18,13,14,,FL,
PACHE,Localizado a 6.6 km al Noroeste de la ciudad de Cunduacan,Tabasco,,,51,Cuencas del Sureste,2008,,Productor,,PEMEX,,,5558,5447,,,8.23,18.58,Expansion roca-fluido - Acuifero activo - Acuifero de mediana energia,4.98,12.85,1.22,2.2,0.58,26,,,,,Agujero Entubado,5,3,,,,,,,,,BN,
PAILEBOT,,,,,,Cuencas del Sureste,1971,,Cerrado,,PEMEX,,,,,,,,,,0.04219,1.220065,,,,,,,,,,7,,,,,,,7,,,,
PALANGRE,Se localiza a 22 Km al Norte de la ciudad de Cardenas ,Tabasco,,,17.6,Cuencas del Sureste,1992,,Productor,,PEMEX,,,5750,5750,,,11.71,14.2,Expansion roca-fluido,5.23,5.94,0.23,0.78,0,47,,,,,"Agujero descubierto, agujero entubado",3,1,,,,1,1,,,,BN,
PALMITOTA ORIENTE,"Se ubica en el municipio de Coatzacoalcos, en el estado de Veracruz, aproximadamente 17 km al S 70 E de la Ciudad de Coatzacoalcos",Veracruz,,,0.15,Cuencas del Sureste,1965,,Cerrado,,PEMEX,,,,,,,0.12,0.1,,0.120768,0.622798,,,,,,,,,,5,,,,,,,3,,,,
PANAL,"Se localiza a 38 km al sureste de la ciudad de Coatzacoalcos, Veracruz.",Veracruz,18.01869793,-94.10024359,24.5,Cuencas del Sureste,1966,,Cerrado,AE-0042-4M- Agua Dulce - 01,PEMEX,,1,,,,,1.3,8.58,Expansion roca-fluido,7.64,18.57,0,0,0,,,,,,Agujero entubado,17,0,0,,,0,2,15,,,BN,
PARAISO,"Se ubica a 13 km al noreste de la ciudad de Comalcalco, Tabasco.","Tabasco, Veracruz",18.3368111,-93.14012862,17,Cuencas del Sureste,1982,,Cerrado,CNH-R01-L03-A16/2015,"Roma Energy Mexico, S. de R.L. de C.V.",2041,,,,,,0.11,,Expansion roca-fluido,,,,,,,,,,,Agujero entubado,4,,,,,,,,,,,
PAREDON,"Se localiza a 46 km al sureste de la ciudad de Villahermosa, Tabasco",Tabasco,17.92296708,-93.40386275,25.45,Cuencas del Sureste,1978,,Productor,A-0263-M - Campo Paredon,PEMEX,,1,6090,4862,4862,,187.41,549.06,Expansion roca-fluido,51.09,173,1.21,5.57,1.36,188,Inyeccion de CO2,,,,Agujero entubado,38,2,1,,,4,9,22,,,BN,
PARETO,"Se localiza a 9 km al noroeste de la ciudad de Comalcalco, Tabasco.",Tabasco,18.31148193,-93.33734883,50,Cuencas del Sureste,2011,,Productor,A-0264-M - Campo Pareto,PEMEX,2029,2,7000,,,,13.25,33.35,Expansion roca-fluido,13.91,28.42,1.4,6.5,0.14,48,Inyeccion de gas,,,,"Agujero descubierto, agujero entubado",10,2,,,,5,,3,,,BNA,
PIGUA,"Se localiza a 5 km al noreste de la ciudad de Villahermosa, Tabasco",Tabasco,,,1.6,Cuencas del Sureste,1969,,Cerrado,-,PEMEX,,,,,,,0.005,0.005,Expansion roca-fluido,0.1,0.02,0,0,0,,,,,,Agujero entubado,5,0,0,0,0,0,0,5,,,,
PLATANAL,"Se ubica a 13 km al suroeste de Villahermosa, Tabasco.",Tabasco,17.92910271,-93.06358551,13,Cuencas del Sureste,1978,,Productor,A-0275-M - Campo Platanal,PEMEX,2034,1,5100,4780,,,24.4,42.7,Empuje hidraulico,8.1,10.7,0.782,2.56,0.35,97,,,,,Agujero entubado,9,1,0,,,1,3,4,2,,FL,
POMELA,Se ubica 57 km al S 85 W de la Cd. de Huimanguillo,Tabasco,,,0.06,Cuencas del Sureste,1972,,Cerrado,,PEMEX,,,,,,,0,0.16,,,,,,,,,,,,,1,,,,,,,0,,,,
PUERTO CEIBA,Se ubica al noroeste del estado de Tabasco.,Tabasco,18.4535701,-93.22393847,52.1,Cuencas del Sureste,1985,,Productor,A-0282-M - Campo Puerto Ceiba,PEMEX,2029,1,6100,5550,5480,,211.39,146.27,Acuifero activo,84.65,61.24,6.94,4.72,15.54,128,,,,,Agujero entubado,56,13,,,,12,16,15,,,BNA,
PUXCATAN,"Se ubica a 12 km al este de Macuspana, Tabasco.",Tabasco,,,,Cuencas del Sureste,1972,,Abandonado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
RABASA,"Se localiza a 7 km al suroeste de la ciudad de Agua Dulce, Veracruz y a 25.4 km al sureste de la ciudad de Coatzacoalcos.",Veracruz,18.12753971,-94.20716532,76.5,Cuencas del Sureste,2008,3500,Productor,A-0284-M - Campo Rabasa,PEMEX,,5,2535,,,,46.26,57.86,"Acuifero activo, Expansion de gas, Expansion roca-fluido",20.11219314,34.57602075,11.86122946,20.89129086,4.187259079,,Inyeccion de agua,,,,Agujero entubado,70,36,0,,,3,29,1,,,"BH, BN",
RABON GRANDE,Se ubica aproximadamente a 80 km al N. 70 E. de Coatzacoalcos,Veracruz,,,1.44,Cuencas del Sureste,1951,,Cerrado,,PEMEX,,,,,,,7,3.64,,1.076605,1.278466,,,,,,,,,,28,,,,,,,25,,,,
RASHA,"Se ubica al noreste de la ciudad de frontera, en el municipio de Centla, del estado de Tabasco, ubicado en la porcion norte de la cuenca Macuspana.",Tabasco,18.6011772,-92.57486927,0.3,Cuencas del Sureste,2003,,Productor,A-0287-M - Campo Rasha,PEMEX,2037,1,,,,,0.01,8.61,Expansion roca-fluido,0,8.4,0,3.3,0.119,,,,,,Agujero entubado,3,3,0,0,0,0,0,0,,,,
REGOCIJO,"Se ubica a 7 km al noreste de Macuspana, Tabasco.",Tabasco,,,,Cuencas del Sureste,1967,,Abandonado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
RIBERENO,"Se ubica a 25 km al noreste de frontera, Tabasco",Tabasco,18.66645371,-92.43447543,1.3,Cuencas del Sureste,1997,5900,Cerrado,AE-0022-3M - Okom - 05,PEMEX,2036,1,,,,5900,0,0,,0,0,0,0,0,,,,,,Agujero entubado,2,0,0,0,0,0,1,1,,,,
RIO NUEVO,"Se ubica en el area mesozoica Chiapas-Tabasco, limtes con la cuenca Macuspana y Salina del Istmo al oriente y occidente y al sur por la Sierra de Chiapas y al norte por la costa del Golfo.","Chiapas, Tabasco",17.8312676,-93.09565872,11.1,Cuencas del Sureste,1975,,Productor,A-0291-M - Campo Rio Nuevo,PEMEX,2037,1,4700,,,,86.47,177.23,Acuifero activo,41,77,0.478,1,1.289,,Inyeccion de vapor,,,,Agujero entubado,15,2,0,0,0,0,8,5,,,,
RODADOR,"Se ubica al oriente del puerto de Coatzacoalcos, Veracruz.",Tabasco,18.21841105,-93.96484831,23.6,Cuencas del Sureste,1971,3600,Productor,A-0292-M - Campo Rodador,PEMEX,,1,,,2865,,48.39,69.28,Expansion de gas,7.890656,12.02020126,3.003246095,3.866958302,0.702779468,,"Inyeccion de agua, Inyeccion de aire, Inyeccion de gas",,,,Agujero entubado,90,20,0,,,8,18,26,,,"BH, BN",
SABANCUY,"Se localiza aproximadamente a 17 km al sureste de la ciudad de Reforma, Chiapas",Chiapas,,,2.7,Cuencas del Sureste,1973,,Cerrado,-,PEMEX,,1,,,,,0.49,0.34,Expansion roca-fluido,1.65,1.15,0,0,0,,,,,,Agujero entubado,3,0,0,0,0,0,0,3,,,,
SAMARIA,"Se localiza a 20 km al noroeste de Villahermosa, Tabasco.",Tabasco,17.99678521,-93.1043234,108.1,Cuencas del Sureste,1964,,Productor,A-0296-M - Campo Samaria,PEMEX,2034,1,,,,,"1,692.97","2,108.20",Expansion roca-fluido y Compactacion - Empuje por agua - Drene gravitacional,331.05,450.4,21.51,13.025,25.744,240,Inyeccion de vapor,,,,Agujero entubado,535,178,25,,,133,93,106,2485,,"BCP, BEC, BM, BN",
SAN RAMON,"Se ubica a 55 km al oriente del puerto de Coatzacoalcos, Veracruz.",Tabasco,18.23895758,-93.91415353,17.64,Cuencas del Sureste,1967,3450,Productor,A-0300-M - Campo San Ramon,PEMEX,,1,2665,2560,,,113.02,60.55,"Acuifero activo, Expansion de gas, Expansion roca-fluido",21.52904,16.973408,6.564076554,5.112377116,1.31108406,,Inyeccion de agua,,,,Agujero entubado,179,38,0,,,10,41,59,,,"BM, BN",
SAN ROMAN,"Se localiza a 54 km al noreste de Ciudad PEMEX, en el municipio de Jonuta, Tabasco",Tabasco,,,5.7,Cuencas del Sureste,1962,,Cerrado,"A-0300-M-Campo San Roman, AE-0043-3M-Agua Dulace-02",PEMEX,,,,,,,0,0.3,Expansion de gas,,0.7,0,0,0,,,,,,Agujero entubado,4,0,2,0,0,0,0,1,,,,
SANTA ANA,A 90 kilometros al SW de la Ciudad de Coatzacoalcos,Tabasco,,,5.93,Cuencas del Sureste,1959,,Cerrado,,PEMEX,,,,,,,30.36,37.85,,17.390633,26.663364,,,,,,,,,,65,,,,,,,64,,,,
SANTA ROSA,Se ubica 15 km al S 800 E de Coatzacoalcos,Veracruz,,,0.54,Cuencas del Sureste,1959,,Cerrado,,PEMEX,,,,,,,6,1.06,,2.087874,0.521272,,,,,,,,,,28,,,,,,,8,,,,
SANTUARIO,se localiza a 18 km al noreste del municipio de comalcalco,Tabasco,18.27234124,-93.48521766,71.8,Cuencas del Sureste,1967,,Productor,AE-0051-4M - Mezcalapa - 01,PETROFAC,2029,2,3190,3061,,,59.8,44.3,Expansion roca-fluido,10.2,,6.7,3.3,0.8,,Inyeccion de gas,,,,Agujero entubado,88,31,,,,15,12,30,,,"BM, BN",
SARAMAKO,Se ubica aproximadamente a 25 km al sureste de la ciudad de Villahermosa,Tabasco,,,1.4,Cuencas del Sureste,2002,,Cerrado,-,PEMEX,,,3415,,,,1.79,49.85,Expansion roca-fluido,2.27,39.7,0,0,0,,,,,,Agujero entubado,5,0,0,0,0,0,0,4,,,,
SARLAT,"Se localiza a 10 km al noreste de Macuspana, Tabasco",Tabasco,17.79111325,-92.50358157,8,Cuencas del Sureste,1902,,Cerrado,-,CIA de Petroleo el Aguila,,,,,,,0.32,0.74,Expansion roca-fluido,,,0,0,0,,,,,,Agujero entubado,42,0,0,0,0,0,0,40,,,,
SECADERO,"Se encuentra ubicado en el activo de Produccion Macuspana muspac en la region de Produccion sur-sureste localizado aproximadamente a 7 km al norte del municipio de Pichucalco, Chiapas y a 50 km de la ciudad de Villahermosa.",Chiapas,17.57186873,-93.12120526,3.5,Cuencas del Sureste,1991,,Cerrado,CNH-R01-L03-A22/2015,"Secadero Petroleo y Gas, S.A. de C.V.",2041,,,,,,3.5,0.0063,Expansion roca-fluido,2.37,4.13,0.1,0.1,,,,,,,Agujero entubado,4,3,,,,1,,2,,,BH,
SEN,"Se ubica a 40 km al Noreste de la Ciudad de Villahermosa, en el minicipio de Nacajuca.",Tabasco,18.31251779,-92.93710754,36.3,Cuencas del Sureste,1987,,Productor,A-0305-M - Campo Sen,PEMEX,2034,1,5560,4370,,,310.7,853.1,"Acuifero activo, Expansion roca-fluido",60,149,3.775,10,4.982,,,,,,"Agujero descubierto, agujero entubado",52,11,0,0,4,3,12,22,15,,BNA,
SHISHITO,"Se ubica a 32 km al sureste de Ciudad PEMEX, municipio de Macuspana.",Tabasco,17.78329259,-92.68585569,1.4,Cuencas del Sureste,2003,,Productor,A-0306-M - Campo Shishito,PEMEX,2037,1,1900,1490,,,25.2,24.5,Acuifero activo,11.5,12.8,2,1.3,4.787,,,,,,Agujero entubado,20,10,2,0,0,1,5,1,,,"BN MTC, BN",
SINI,"Se ubica a 44 km al Noreste de la Ciudad de Villahermosa en el Municipio de Centla, Tabasco.",Tabasco,18.38549258,-92.87123773,3.85,Cuencas del Sureste,2013,,Desarrollo,A-0310-M- Campo Sini,PEMEX,2034,1,5800,5745,5210,,13.3,28.9,"Acuifero activo, Expansion roca-fluido",15.27,32,9.454,21,0.509,,,,,,"Agujero descubierto, agujero entubado",8,7,0,0,0,1,0,0,5,,BNA,
SITIO GRANDE,"Se localiza a 7 km al sur de la ciudad de Reforma, Chiapas, en el area mesozoica Chiapas-Tabasco.","Chiapas, Tabasco",17.76848157,-93.12588361,62.5,Cuencas del Sureste,1972,,Productor,A-0312-M - Campo Sitio Grande,PEMEX,2036,2,4190,3800,,,364,588,Acuifero activo,121,210,0.157,1.2,1.39,234,"Inyeccion de gas, Inyeccion de CO2",,,,Agujero entubado,48,3,5,0,0,5,20,15,,,BN,
SUNUAPA,"Se ubica a 60 km al suroeste de la ciudad de Villahermosa, municipio de Pichucalco, Chiapas.",Chiapas,17.60545175,-93.26491486,22.4,Cuencas del Sureste,1977,,Productor,A-0317-M - Campo Sunuapa,PEMEX,2036,2,4090,3222,,,45,143.1,Expansion de casquete de gas,29.4,53.8,2.434,33.5,1.805,64,Inyeccion de gas,,,,Agujero entubado,30,13,2,0,0,1,7,7,,,"BN MTC, BN, BM",
TACUILOLAPA,En el municipio de Moloacan ,Veracruz,,,1.41,Cuencas del Sureste,1966,,Cerrado,,PEMEX,,,,,,,3.29,6.98,,1.041,3.367607,,,,,,,,,,30,,,,,,,28,,,,
TAJON,"Se ubica a 9 km al noreste de Paraiso Tabasco, rancheria Las Flores.",Tabasco,18.42809451,-93.28088592,30,Cuencas del Sureste,1987,,Productor,CNH-R01-L03-A23/2015,"Perseus Tajon, S.A. de C.V.",2041,,,,,,1.3,0.82,Expansion roca-fluido,,,,,,,,,,,Agujero entubado,5,1,,,,2,1,1,,,,
TAPIJULAPA,"Se ubica a 22 km al sureste de Reforma, Chiapas.",Chiapas,,,4,Cuencas del Sureste,1982,,Abandonado,,PEMEX,,,,,,,0.46,4.62,Expansion de casquete de gas,0.23,7,0,0,0,,,,,,Agujero entubado,2,0,0,0,0,0,1,1,,,,
TARRAYA,,Tabasco,,,,Cuencas del Sureste,,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,Agujero Entubado,4,,,,,,,,,,,
TASAJADERO,"Se ubica a 32 km al noreste de Ciudad Pemex y a 30 km. al noreste de Jonuta ,Tabasco.",Tabasco,,,,Cuencas del Sureste,1963,12,Cerrado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,9,0,0,0,0,0,1,8,,,,
TEOTLECO,"Se ubica en ciudad Reforma, Chiapas, al noroeste del campo cactus y a 40 km de Villahermosa, Tabasco.","Chiapas, Tabasco",17.90885641,-93.29099994,183.1,Cuencas del Sureste,2008,,Productor,A-0329-M - Campo Teotleco,PEMEX,2036,2,5700,5520,,,28.05,92.72,Acuifero activo,20.4,73.2,4.925,44.2,2.245,290,,,,,Agujero entubado,21,12,0,0,0,1,5,2,,,,
TEPATE,"Se ubica a 15 km del municipio de Reforma, Chiapas, en los limites con el estado de Tabasco.","Chiapas, Tabasco",,,,Cuencas del Sureste,1977,,Abandonado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,2,0,0,0,0,0,0,2,,,,
TEPETITAN,"Se localiza a 21.5 km al sureste de Ciudad PEMEX, municipio Macuspana.",Tabasco,17.80379718,-92.30422946,2.3,Cuencas del Sureste,1952,,Productor,A-0331-M - Campo Tepetitan,PEMEX,2036,2,,,,,,64.29,Expansion de casquete de gas,,14.1,0,4.7,0,,,,,,Agujero entubado,14,3,0,0,0,1,4,6,,,,
TEPEYIL,se encuentra a 56 km al noroeste de Villahermosa.,Tabasco,17.94699893,-93.47283706,16,Cuencas del Sureste,1986,,Cerrado,"AE-0053-2M - Mezcalapa - 03, A-0162-M - Campo Jacinto",PEMEX,,,,,,,2.2,,Expansion roca-fluido,1.35,,,,,,,,,,"Agujero descubierto, agujero entubado",8,,,,,,,8,,,,
TERRA,"Se localiza a 30 km al Noreste de la ciudad de Villahermosa, en el Municipio de Nacajuca, Tabasco.",Tabasco,18.23216168,-92.96780769,19.1,Cuencas del Sureste,,,Productor,A-0332-M - Campo Terra,PEMEX,2034,1,5750,5412,,,49,160,Expansion roca-fluido,33.392,109.7,12.051,42.93,3.415,,,,,,"Agujero descubierto, agujero entubado",18,11,0,0,1,3,2,1,3,,Induccion con N2 por espacio anular,
TINTAL,se localiza 22 km al sureste de la ciudad de comalcalco,Tabasco,18.20077204,-93.15653127,25.7,Cuencas del Sureste,1968,,Productor,A-0338-M - Campo Tintal,PEMEX,2029,1,,,,,8.44,3.76,Expansion roca-fluido,2.37,0.73,1.16,0.12,0.23,22,Inyeccion de vapor,,,,Agujero entubado,34,8,,,,11,4,11,,,,
TIUMUT,"Se ubica a 63 km al SE de Coatzacoalcos, Veracruz",Tabasco,17.9281006,-93.90282497,16.1,Cuencas del Sureste,2006,,Productor,A-0339-M - Campo Tiumut,PEMEX,,1,,,,,2.23,3.92,Expansion roca-fluido,1.968553459,1.795,0.521809698,1.180773228,0.056603774,,,,,,Agujero entubado,4,3,0,,,0,1,0,,,"BM, BN",
TIZON,"Se encuentra ubicado geograficamente al oeste de la poblacion de Frontera, al noreste de los campos Palapa, Luna y Crater en el municipio de Centla.",Aguas Territoriales del G. de M.,18.54938107,-92.72403416,15.3,Cuencas del Sureste,1991,,Productor,A-0340-M - Campo Tizon,PEMEX,2034,1,,,6275,6180,84.9,485.2,"Acuifero activo, Expansion roca-fluido",30,25,21.234,117,0.796,,,,,,"Agujero descubierto, agujero entubado",20,10,0,0,1,5,0,4,3,,,
TOKAL,Se ubica a 3.4 km al sur del municipio de Comalcalco.,Tabasco,18.21237093,-93.22256459,17.2,Cuencas del Sureste,2010,,Productor,A-0342-M - Campo Tokal,PEMEX,2029,1,,,,,2.85,3.21,Expansion de gas en solucion,2.07,1.67,2.07,1.67,0.01,10,"Fracturamiento Hidraulico, Inyeccion de gases hidrocarburos, Inyeccion de gases inmiscibles",,,,Agujero entubado,6,2,,,,2,1,1,,,,
TONALA,Se ubica a 32 km al E franco de Coatzacoalcos,Veracruz,,,7.64,Cuencas del Sureste,1928,,Cerrado,,PEMEX,,,,,,,72.62,34.72,,2.726,2.47271,,,,,,,,,,263,,,,,,,246,,,,
TOPEN,"Se ubica a 47 km al suroeste de Villahermosa, Tabasco, en Juarez, Chiapas.",Chiapas,17.65868806,-93.19894554,5.9,Cuencas del Sureste,1978,,Productor,CNH-R01-L03-A25/2015,"Renaissance Oil Corp., S.A. de C.V.",2041,,,,,,7.56,19.09,,2400,4.5,0.189,1.5,,,,,,,Agujero entubado,4,,,,,,,,,,BNA,
TORTUGUERO,Se ubica aproximadamente a 23 km al N75E de Coatzacoalcos,Veracruz,,,,Cuencas del Sureste,1950,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,,,,
TRES PALMAS,,Tabasco,,,,Cuencas del Sureste,,,Cerrado,,PEMEX,,,,,,,,,,,,,,,,,,,,Agujero entubado,3,,,,,,,,,,,
TROMPO,"Se ubica a 71 km de Ciudad Pemex Macuspana, Tabasco.",Tabasco,,,7.8,Cuencas del Sureste,1966,,Cerrado,,PEMEX,,,,,,,0,0,,0,0,0,0,0,,,,,,Agujero entubado,3,0,0,0,0,0,1,2,,,,
